,0,1,2,3,4
57,0.8003282,0.89934635,-0.8438101,1.5058255,0.014808189
58,0.8003282,0.89934635,-0.8438101,1.5058255,0.48595366
59,0.8003282,0.89934635,-0.8438101,1.5058255,0.957099
60,0.8003282,0.89934635,-0.8438101,1.5058255,1.4282445
61,0.8003282,0.89934635,-0.8438101,1.5058255,1.89939
62,-0.7001067,-0.7217227,1.7584662,1.939248,-0.637002
63,-0.7001067,-0.7217227,1.7584662,1.939248,-0.14460193
64,-0.7001067,-0.7217227,1.7584662,1.939248,0.3477982
65,-0.7001067,-0.7217227,1.7584662,1.939248,0.84019834
66,-0.7001067,-0.7217227,1.7584662,1.939248,1.3325984
67,-0.55006325,-0.07329509,-0.06312721,-1.0947099,-1.4021705
68,-0.55006325,-0.07329509,-0.06312721,-1.0947099,-0.9664496
69,-0.55006325,-0.07329509,-0.06312721,-1.0947099,-0.5307286
70,-0.55006325,-0.07329509,-0.06312721,-1.0947099,-0.095007665
71,-0.55006325,-0.07329509,-0.06312721,-1.0947099,0.3407133
72,2.7508936,-0.7217227,-0.06312721,1.5058255,0.69495803
73,2.7508936,-0.7217227,-0.06312721,1.5058255,0.8720804
74,2.7508936,-0.7217227,-0.06312721,1.5058255,1.0492027
75,2.7508936,-0.7217227,-0.06312721,1.5058255,1.226325
76,2.7508936,-0.7217227,-0.06312721,1.5058255,1.4034474
77,0.3501977,0.25091872,-1.1040378,-1.5281324,-1.0904353
78,0.3501977,0.25091872,-1.1040378,-1.5281324,-0.62637466
79,0.3501977,0.25091872,-1.1040378,-1.5281324,-0.16231416
80,0.3501977,0.25091872,-1.1040378,-1.5281324,0.3017464
81,0.3501977,0.25091872,-1.1040378,-1.5281324,0.765807
82,1.7005892,0.57513255,2.2789216,0.6389804,-0.027701173
83,1.7005892,0.57513255,2.2789216,0.6389804,0.42218956
84,1.7005892,0.57513255,2.2789216,0.6389804,0.8720804
85,1.7005892,0.57513255,2.2789216,0.6389804,1.321971
86,1.7005892,0.57513255,2.2789216,0.6389804,1.7718618
87,1.7005892,-0.07329509,-0.58358246,2.3726707,0.227355
88,1.7005892,-0.07329509,-0.58358246,2.3726707,0.4753263
89,1.7005892,-0.07329509,-0.58358246,2.3726707,0.7232976
90,1.7005892,-0.07329509,-0.58358246,2.3726707,0.97126883
91,1.7005892,-0.07329509,-0.58358246,2.3726707,1.2192401
92,-0.24997625,0.25091872,-0.58358246,0.20555778,-0.56615305
93,-0.24997625,0.25091872,-0.58358246,0.20555778,-0.13751704
94,-0.24997625,0.25091872,-0.58358246,0.20555778,0.29111904
95,-0.24997625,0.25091872,-0.58358246,0.20555778,0.7197551
96,-0.24997625,0.25091872,-0.58358246,0.20555778,1.1483911
97,-0.85015017,-1.3701504,0.45732805,-0.6612873,-1.4871893
98,-0.85015017,-1.3701504,0.45732805,-0.6612873,-1.0833504
99,-0.85015017,-1.3701504,0.45732805,-0.6612873,-0.67951137
100,-0.85015017,-1.3701504,0.45732805,-0.6612873,-0.27567247
101,-0.85015017,-1.3701504,0.45732805,-0.6612873,0.12816648
102,-1.0001937,-0.39750892,-0.8438101,-0.22786477,-1.1046051
103,-1.0001937,-0.39750892,-0.8438101,-0.22786477,-0.71493584
104,-1.0001937,-0.39750892,-0.8438101,-0.22786477,-0.32526672
105,-1.0001937,-0.39750892,-0.8438101,-0.22786477,0.06440244
106,-1.0001937,-0.39750892,-0.8438101,-0.22786477,0.45407164
107,0.50024116,1.547774,-0.06312721,1.072403,-1.4730195
108,0.50024116,1.547774,-0.06312721,1.072403,-1.2958972
109,0.50024116,1.547774,-0.06312721,1.072403,-1.1187749
110,0.50024116,1.547774,-0.06312721,1.072403,-0.9416525
111,0.50024116,1.547774,-0.06312721,1.072403,-0.7645301
112,1.1004152,0.25091872,-0.58358246,0.6389804,1.1909006
113,-0.24997625,0.25091872,0.7175557,-0.6612873,-1.6147174
114,-0.24997625,0.25091872,0.7175557,-0.6612873,-1.0939777
115,-0.24997625,0.25091872,0.7175557,-0.6612873,-0.57323796
116,-0.24997625,0.25091872,0.7175557,-0.6612873,-0.052498303
117,-0.24997625,0.25091872,0.7175557,-0.6612873,0.46824142
118,2.1507196,2.1962016,-0.06312721,0.20555778,0.1139967
119,2.1507196,2.1962016,-0.06312721,0.20555778,0.5674299
120,2.1507196,2.1962016,-0.06312721,0.20555778,1.020863
121,2.1507196,2.1962016,-0.06312721,0.20555778,1.4742963
122,2.1507196,2.1962016,-0.06312721,0.20555778,1.9277296
123,-0.7001067,0.89934635,-1.1040378,-1.0947099,-1.6572268
124,-0.7001067,0.89934635,-1.1040378,-1.0947099,-1.2356756
125,-0.7001067,0.89934635,-1.1040378,-1.0947099,-0.81412435
126,-0.7001067,0.89934635,-1.1040378,-1.0947099,-0.3925732
127,-0.7001067,0.89934635,-1.1040378,-1.0947099,0.028977977
128,0.050110724,-0.39750892,-1.1040378,-1.5281324,-1.3880008
129,0.050110724,-0.39750892,-1.1040378,-1.5281324,-0.9664496
130,0.050110724,-0.39750892,-1.1040378,-1.5281324,-0.5448984
131,0.050110724,-0.39750892,-1.1040378,-1.5281324,-0.123347245
132,0.050110724,-0.39750892,-1.1040378,-1.5281324,0.29820395
133,-0.09993277,-1.3701504,-0.06312721,-0.22786477,-0.48113436
134,-0.09993277,-1.3701504,-0.06312721,-0.22786477,-0.36423364
135,-0.09993277,-1.3701504,-0.06312721,-0.22786477,-0.24733289
136,-0.09993277,-1.3701504,-0.06312721,-0.22786477,-0.13043214
137,-0.09993277,-1.3701504,-0.06312721,-0.22786477,-0.013531386
138,-0.09993277,0.57513255,-0.32335484,-0.22786477,-0.12688969
139,-0.09993277,0.57513255,-0.32335484,-0.22786477,0.37613776
140,-0.09993277,0.57513255,-0.32335484,-0.22786477,0.87916523
141,-0.09993277,0.57513255,-0.32335484,-0.22786477,1.3821926
142,-0.09993277,0.57513255,-0.32335484,-0.22786477,1.8852202
143,-0.55006325,-0.7217227,0.19710042,-1.0947099,-1.3029821
144,-0.55006325,-0.7217227,0.19710042,-1.0947099,-1.040841
145,-0.55006325,-0.7217227,0.19710042,-1.0947099,-0.7786999
146,-0.55006325,-0.7217227,0.19710042,-1.0947099,-0.5165588
147,-0.55006325,-0.7217227,0.19710042,-1.0947099,-0.25441778
148,-0.55006325,0.57513255,-0.06312721,0.6389804,-1.2746425
149,-0.55006325,0.57513255,-0.06312721,0.6389804,-0.97707695
150,-0.55006325,0.57513255,-0.06312721,0.6389804,-0.67951137
151,-0.55006325,0.57513255,-0.06312721,0.6389804,-0.38194588
152,-0.55006325,0.57513255,-0.06312721,0.6389804,-0.08438033
153,1.7005892,1.2235602,1.7584662,0.6389804,-0.83537906
154,1.7005892,1.2235602,1.7584662,0.6389804,-0.12688969
155,1.7005892,1.2235602,1.7584662,0.6389804,0.5815997
156,1.7005892,1.2235602,1.7584662,0.6389804,1.290089
157,1.7005892,1.2235602,1.7584662,0.6389804,1.9985785
158,0.050110724,0.25091872,-0.06312721,-1.0947099,0.9500141
159,-0.40001976,-0.07329509,-1.1040378,-0.22786477,-1.4021705
160,-0.40001976,-0.07329509,-1.1040378,-0.22786477,-0.9664496
161,-0.40001976,-0.07329509,-1.1040378,-0.22786477,-0.5307286
162,-0.40001976,-0.07329509,-1.1040378,-0.22786477,-0.095007665
163,-0.40001976,-0.07329509,-1.1040378,-0.22786477,0.3407133
164,1.1004152,-1.0459365,-0.58358246,-0.6612873,0.4824112
165,-0.24997625,0.57513255,2.018694,1.072403,-0.31109694
166,-0.24997625,0.57513255,2.018694,1.072403,0.12108159
167,-0.24997625,0.57513255,2.018694,1.072403,0.55326015
168,-0.24997625,0.57513255,2.018694,1.072403,0.9854386
169,-0.24997625,0.57513255,2.018694,1.072403,1.4176171
170,-0.24997625,-0.07329509,0.45732805,1.5058255,-0.438625
171,-0.24997625,-0.07329509,0.45732805,1.5058255,0.082114674
172,-0.24997625,-0.07329509,0.45732805,1.5058255,0.6028544
173,-0.24997625,-0.07329509,0.45732805,1.5058255,1.123594
174,-0.24997625,-0.07329509,0.45732805,1.5058255,1.6443337
175,0.20015422,2.1962016,-0.06312721,2.3726707,0.42573202
176,0.20015422,2.1962016,-0.06312721,2.3726707,0.93584436
177,0.20015422,2.1962016,-0.06312721,2.3726707,1.4459567
178,0.20015422,2.1962016,-0.06312721,2.3726707,1.9560691
179,0.20015422,2.1962016,-0.06312721,2.3726707,2.4661815
180,-1.9004546,-2.018578,-0.58358246,-0.6612873,-2.8758285
181,-1.9004546,-2.018578,-0.58358246,-0.6612873,-2.58889
182,-1.9004546,-2.018578,-0.58358246,-0.6612873,-2.301952
183,-1.9004546,-2.018578,-0.58358246,-0.6612873,-2.0150137
184,-1.9004546,-2.018578,-0.58358246,-0.6612873,-1.7280757
185,0.20015422,-0.07329509,-0.8438101,-0.22786477,-0.67951137
186,0.20015422,-0.07329509,-0.8438101,-0.22786477,-0.32880917
187,0.20015422,-0.07329509,-0.8438101,-0.22786477,0.021893082
188,0.20015422,-0.07329509,-0.8438101,-0.22786477,0.3725953
189,0.20015422,-0.07329509,-0.8438101,-0.22786477,0.7232976
190,1.1004152,-0.07329509,0.9777834,0.20555778,-0.19773863
191,1.1004152,-0.07329509,0.9777834,0.20555778,-0.034786068
192,1.1004152,-0.07329509,0.9777834,0.20555778,0.12816648
193,1.1004152,-0.07329509,0.9777834,0.20555778,0.29111904
194,1.1004152,-0.07329509,0.9777834,0.20555778,0.45407164
195,0.20015422,-0.07329509,2.5391493,2.8060932,-0.14105947
196,0.20015422,-0.07329509,2.5391493,2.8060932,0.28403416
197,0.20015422,-0.07329509,2.5391493,2.8060932,0.7091278
198,0.20015422,-0.07329509,2.5391493,2.8060932,1.1342213
199,0.20015422,-0.07329509,2.5391493,2.8060932,1.559315
200,-0.40001976,-0.7217227,-0.8438101,0.20555778,-0.637002
201,-0.40001976,-0.7217227,-0.8438101,0.20555778,-0.38903075
202,-0.40001976,-0.7217227,-0.8438101,0.20555778,-0.14105947
203,-0.40001976,-0.7217227,-0.8438101,0.20555778,0.10691181
204,-0.40001976,-0.7217227,-0.8438101,0.20555778,0.35488307
205,-1.1502372,-0.7217227,0.9777834,-0.6612873,-0.58032286
206,-1.1502372,-0.7217227,0.9777834,-0.6612873,0.06440244
207,-1.1502372,-0.7217227,0.9777834,-0.6612873,0.7091278
208,-1.1502372,-0.7217227,0.9777834,-0.6612873,1.3538531
209,-1.1502372,-0.7217227,0.9777834,-0.6612873,1.9985785
210,-1.0001937,-0.39750892,0.19710042,0.20555778,-1.175454
211,-1.0001937,-0.39750892,0.19710042,0.20555778,-0.68305385
212,-1.0001937,-0.39750892,0.19710042,0.20555778,-0.19065373
213,-1.0001937,-0.39750892,0.19710042,0.20555778,0.3017464
214,-1.0001937,-0.39750892,0.19710042,0.20555778,0.79414654
215,-0.55006325,-0.39750892,-0.58358246,-0.22786477,-1.4305102
216,-0.55006325,-0.39750892,-0.58358246,-0.22786477,-0.99833167
217,-0.55006325,-0.39750892,-0.58358246,-0.22786477,-0.56615305
218,-0.55006325,-0.39750892,-0.58358246,-0.22786477,-0.13397458
219,-0.55006325,-0.39750892,-0.58358246,-0.22786477,0.29820395
220,0.3501977,0.57513255,-0.32335484,1.5058255,-0.49530414
221,0.3501977,0.57513255,-0.32335484,1.5058255,-0.07021054
222,0.3501977,0.57513255,-0.32335484,1.5058255,0.35488307
223,0.3501977,0.57513255,-0.32335484,1.5058255,0.7799767
224,0.3501977,0.57513255,-0.32335484,1.5058255,1.2050703
225,-0.40001976,-0.7217227,0.45732805,0.20555778,-1.7139059
226,-0.40001976,-0.7217227,0.45732805,0.20555778,-1.2144209
227,-0.40001976,-0.7217227,0.45732805,0.20555778,-0.71493584
228,-0.40001976,-0.7217227,0.45732805,0.20555778,-0.21545087
229,-0.40001976,-0.7217227,0.45732805,0.20555778,0.28403416
230,0.6502847,1.2235602,0.45732805,0.6389804,-0.7928697
231,0.6502847,1.2235602,0.45732805,0.6389804,-0.19065373
232,0.6502847,1.2235602,0.45732805,0.6389804,0.41156223
233,0.6502847,1.2235602,0.45732805,0.6389804,1.0137782
234,0.6502847,1.2235602,0.45732805,0.6389804,1.6159941
235,-0.55006325,-1.0459365,-1.1040378,-1.0947099,-0.7786999
236,0.3501977,0.25091872,-0.58358246,-0.6612873,1.0350329
237,-0.7001067,0.57513255,-1.1040378,-0.22786477,-1.4588498
238,-0.7001067,0.57513255,-1.1040378,-0.22786477,-1.0302137
239,-0.7001067,0.57513255,-1.1040378,-0.22786477,-0.6015775
240,-0.7001067,0.57513255,-1.1040378,-0.22786477,-0.1729415
241,-0.7001067,0.57513255,-1.1040378,-0.22786477,0.25569457
242,0.50024116,-1.0459365,-0.58358246,-1.0947099,-1.373831
243,0.50024116,-1.0459365,-0.58358246,-1.0947099,-0.9133129
244,0.50024116,-1.0459365,-0.58358246,-1.0947099,-0.4527948
245,0.50024116,-1.0459365,-0.58358246,-1.0947099,0.0077232956
246,0.50024116,-1.0459365,-0.58358246,-1.0947099,0.46824142
247,0.8003282,0.57513255,-0.8438101,-0.6612873,1.2759192
248,0.20015422,0.57513255,-0.8438101,0.6389804,0.87916523
249,0.3501977,-0.39750892,0.19710042,-1.0947099,-0.9487374
250,0.3501977,-0.39750892,0.19710042,-1.0947099,-0.45987967
251,0.3501977,-0.39750892,0.19710042,-1.0947099,0.028977977
252,0.3501977,-0.39750892,0.19710042,-1.0947099,0.5178357
253,0.3501977,-0.39750892,0.19710042,-1.0947099,1.0066932
254,-1.4503242,-1.0459365,-0.8438101,-0.6612873,-1.3029821
255,-1.4503242,-1.0459365,-0.8438101,-0.6612873,-0.9593647
256,-1.4503242,-1.0459365,-0.8438101,-0.6612873,-0.61574733
257,-1.4503242,-1.0459365,-0.8438101,-0.6612873,-0.27213
258,-1.4503242,-1.0459365,-0.8438101,-0.6612873,0.07148734
259,1.2504587,0.89934635,-0.8438101,0.6389804,-0.35360628
260,1.2504587,0.89934635,-0.8438101,0.6389804,0.06794489
261,1.2504587,0.89934635,-0.8438101,0.6389804,0.48949608
262,1.2504587,0.89934635,-0.8438101,0.6389804,0.9110472
263,1.2504587,0.89934635,-0.8438101,0.6389804,1.3325984
264,1.1004152,0.25091872,-0.32335484,0.20555778,1.091712
265,-0.40001976,-0.39750892,-0.8438101,1.072403,-1.3880008
266,-0.40001976,-0.39750892,-0.8438101,1.072403,-0.9487374
267,-0.40001976,-0.39750892,-0.8438101,1.072403,-0.5094739
268,-0.40001976,-0.39750892,-0.8438101,1.072403,-0.07021054
269,-0.40001976,-0.39750892,-0.8438101,1.072403,0.3690529
270,0.050110724,0.25091872,-1.1040378,1.072403,-0.58032286
271,0.050110724,0.25091872,-1.1040378,1.072403,-0.20836596
272,0.050110724,0.25091872,-1.1040378,1.072403,0.16359095
273,0.050110724,0.25091872,-1.1040378,1.072403,0.5355479
274,0.050110724,0.25091872,-1.1040378,1.072403,0.9075048
275,1.8506327,1.8719877,-0.58358246,-0.6612873,0.18484564
276,1.8506327,1.8719877,-0.58358246,-0.6612873,0.46824142
277,1.8506327,1.8719877,-0.58358246,-0.6612873,0.75163716
278,1.8506327,1.8719877,-0.58358246,-0.6612873,1.0350329
279,1.8506327,1.8719877,-0.58358246,-0.6612873,1.3184286
280,0.8003282,2.5204153,1.2380109,0.6389804,0.6807882
281,0.8003282,2.5204153,1.2380109,0.6389804,1.0810847
282,0.8003282,2.5204153,1.2380109,0.6389804,1.4813812
283,0.8003282,2.5204153,1.2380109,0.6389804,1.8816777
284,0.8003282,2.5204153,1.2380109,0.6389804,2.2819743
285,1.2504587,-0.07329509,-0.8438101,0.20555778,1.2759192
286,0.3501977,-0.07329509,-0.06312721,0.6389804,-1.2037935
287,0.3501977,-0.07329509,-0.06312721,0.6389804,-0.61928976
288,0.3501977,-0.07329509,-0.06312721,0.6389804,-0.034786068
289,0.3501977,-0.07329509,-0.06312721,0.6389804,0.54971766
290,0.3501977,-0.07329509,-0.06312721,0.6389804,1.1342213
291,0.3501977,0.25091872,0.45732805,-0.22786477,-0.97707695
292,0.3501977,0.25091872,0.45732805,-0.22786477,-0.49176168
293,0.3501977,0.25091872,0.45732805,-0.22786477,-0.006446492
294,0.3501977,0.25091872,0.45732805,-0.22786477,0.47886875
295,0.3501977,0.25091872,0.45732805,-0.22786477,0.9641839
296,1.2504587,0.25091872,-0.06312721,0.20555778,0.19901542
297,1.2504587,0.25091872,-0.06312721,0.20555778,0.36196798
298,1.2504587,0.25091872,-0.06312721,0.20555778,0.5249206
299,1.2504587,0.25091872,-0.06312721,0.20555778,0.6878731
300,1.2504587,0.25091872,-0.06312721,0.20555778,0.85082567
301,-0.24997625,-0.39750892,-0.8438101,2.8060932,-0.4527948
302,-0.24997625,-0.39750892,-0.8438101,2.8060932,0.103369355
303,-0.24997625,-0.39750892,-0.8438101,2.8060932,0.65953356
304,-0.24997625,-0.39750892,-0.8438101,2.8060932,1.2156976
305,-0.24997625,-0.39750892,-0.8438101,2.8060932,1.7718618
306,-2.050498,-2.018578,-0.8438101,0.20555778,-2.5074139
307,-2.050498,-2.018578,-0.8438101,0.20555778,-2.1142023
308,-2.050498,-2.018578,-0.8438101,0.20555778,-1.7209908
309,-2.050498,-2.018578,-0.8438101,0.20555778,-1.3277792
310,-2.050498,-2.018578,-0.8438101,0.20555778,-0.93456763
311,1.4005022,-0.07329509,-0.06312721,-0.6612873,1.2050703
312,0.6502847,0.25091872,-0.8438101,-0.6612873,-0.8637186
313,0.6502847,0.25091872,-0.8438101,-0.6612873,-0.37486097
314,0.6502847,0.25091872,-0.8438101,-0.6612873,0.1139967
315,0.6502847,0.25091872,-0.8438101,-0.6612873,0.6028544
316,0.6502847,0.25091872,-0.8438101,-0.6612873,1.091712
317,0.20015422,-0.07329509,-0.58358246,0.20555778,-0.8920582
318,0.20015422,-0.07329509,-0.58358246,0.20555778,-0.40320054
319,0.20015422,-0.07329509,-0.58358246,0.20555778,0.08565713
320,0.20015422,-0.07329509,-0.58358246,0.20555778,0.5745148
321,0.20015422,-0.07329509,-0.58358246,0.20555778,1.0633725
322,-1.3002807,-1.0459365,-0.58358246,-1.5281324,-1.5296987
323,-1.3002807,-1.0459365,-0.58358246,-1.5281324,-1.2604728
324,-1.3002807,-1.0459365,-0.58358246,-1.5281324,-0.99124676
325,-1.3002807,-1.0459365,-0.58358246,-1.5281324,-0.72202075
326,-1.3002807,-1.0459365,-0.58358246,-1.5281324,-0.4527948
327,-1.0001937,-1.0459365,-1.1040378,-1.5281324,-1.8697735
328,-1.0001937,-1.0459365,-1.1040378,-1.5281324,-1.6288872
329,-1.0001937,-1.0459365,-1.1040378,-1.5281324,-1.3880008
330,-1.0001937,-1.0459365,-1.1040378,-1.5281324,-1.1471144
331,-1.0001937,-1.0459365,-1.1040378,-1.5281324,-0.906228
332,-0.85015017,-0.07329509,-0.8438101,-1.5281324,-2.7199607
333,-0.85015017,-0.07329509,-0.8438101,-1.5281324,-2.2806973
334,-0.85015017,-0.07329509,-0.8438101,-1.5281324,-1.8414339
335,-0.85015017,-0.07329509,-0.8438101,-1.5281324,-1.4021705
336,-0.85015017,-0.07329509,-0.8438101,-1.5281324,-0.9629072
337,1.7005892,0.25091872,0.19710042,0.6389804,-0.7645301
338,1.7005892,0.25091872,0.19710042,0.6389804,-0.28984225
339,1.7005892,0.25091872,0.19710042,0.6389804,0.18484564
340,1.7005892,0.25091872,0.19710042,0.6389804,0.65953356
341,1.7005892,0.25091872,0.19710042,0.6389804,1.1342213
342,-1.0001937,-1.3701504,-0.58358246,-0.22786477,-0.5519833
343,-0.55006325,-0.7217227,-0.06312721,-1.5281324,0.87916523
344,-0.55006325,-0.7217227,-0.06312721,-1.5281324,1.2723768
345,-0.55006325,-0.7217227,-0.06312721,-1.5281324,1.6655884
346,-0.55006325,-0.7217227,-0.06312721,-1.5281324,2.0588002
347,-0.55006325,-0.7217227,-0.06312721,-1.5281324,2.4520118
348,-1.4503242,-1.0459365,-0.32335484,-0.6612873,-0.97707695
349,-1.4503242,-1.0459365,-0.32335484,-0.6612873,-0.8849733
350,-1.4503242,-1.0459365,-0.32335484,-0.6612873,-0.7928697
351,-1.4503242,-1.0459365,-0.32335484,-0.6612873,-0.7007661
352,-1.4503242,-1.0459365,-0.32335484,-0.6612873,-0.6086624
353,0.50024116,0.25091872,-0.8438101,-1.5281324,-0.8920582
354,0.50024116,0.25091872,-0.8438101,-1.5281324,-0.40320054
355,0.50024116,0.25091872,-0.8438101,-1.5281324,0.08565713
356,0.50024116,0.25091872,-0.8438101,-1.5281324,0.5745148
357,0.50024116,0.25091872,-0.8438101,-1.5281324,1.0633725
358,1.2504587,-1.0459365,-0.8438101,0.20555778,-0.93456763
359,1.2504587,-1.0459365,-0.8438101,0.20555778,-0.4457099
360,1.2504587,-1.0459365,-0.8438101,0.20555778,0.043147765
361,1.2504587,-1.0459365,-0.8438101,0.20555778,0.5320054
362,1.2504587,-1.0459365,-0.8438101,0.20555778,1.020863
363,2.7508936,3.168843,-0.58358246,-0.6612873,0.3265435
364,2.7508936,3.168843,-0.58358246,-0.6612873,0.8579106
365,2.7508936,3.168843,-0.58358246,-0.6612873,1.3892776
366,2.7508936,3.168843,-0.58358246,-0.6612873,1.9206446
367,2.7508936,3.168843,-0.58358246,-0.6612873,2.4520118
368,1.1004152,-0.39750892,-0.06312721,2.3726707,-0.26858756
369,1.1004152,-0.39750892,-0.06312721,2.3726707,-0.1800264
370,1.1004152,-0.39750892,-0.06312721,2.3726707,-0.09146522
371,1.1004152,-0.39750892,-0.06312721,2.3726707,-0.0029040454
372,1.1004152,-0.39750892,-0.06312721,2.3726707,0.08565713
373,-1.4503242,-0.7217227,-0.58358246,-0.6612873,-0.48113436
374,-1.4503242,-0.7217227,-0.58358246,-0.6612873,-0.41028544
375,-1.4503242,-0.7217227,-0.58358246,-0.6612873,-0.3394365
376,-1.4503242,-0.7217227,-0.58358246,-0.6612873,-0.26858756
377,-1.4503242,-0.7217227,-0.58358246,-0.6612873,-0.19773863
378,0.6502847,-0.7217227,-1.1040378,0.20555778,-0.83537906
379,0.6502847,-0.7217227,-1.1040378,0.20555778,-0.33589405
380,0.6502847,-0.7217227,-1.1040378,0.20555778,0.16359095
381,0.6502847,-0.7217227,-1.1040378,0.20555778,0.663076
382,0.6502847,-0.7217227,-1.1040378,0.20555778,1.1625609
383,0.50024116,0.25091872,1.7584662,1.072403,0.12816648
384,0.50024116,0.25091872,1.7584662,1.072403,0.41156223
385,0.50024116,0.25091872,1.7584662,1.072403,0.69495803
386,0.50024116,0.25091872,1.7584662,1.072403,0.97835374
387,0.50024116,0.25091872,1.7584662,1.072403,1.2617495
388,1.8506327,-0.39750892,-0.8438101,0.20555778,1.1767308
389,0.6502847,0.25091872,-1.1040378,-0.6612873,-0.8637186
390,0.6502847,0.25091872,-1.1040378,-0.6612873,-0.37131852
391,0.6502847,0.25091872,-1.1040378,-0.6612873,0.12108159
392,0.6502847,0.25091872,-1.1040378,-0.6612873,0.61348176
393,0.6502847,0.25091872,-1.1040378,-0.6612873,1.1058818
394,-1.7504112,-1.0459365,-0.8438101,-0.6612873,-1.6147174
395,-1.7504112,-1.0459365,-0.8438101,-0.6612873,-1.4234253
396,-1.7504112,-1.0459365,-0.8438101,-0.6612873,-1.2321332
397,-1.7504112,-1.0459365,-0.8438101,-0.6612873,-1.040841
398,-1.7504112,-1.0459365,-0.8438101,-0.6612873,-0.8495488
399,0.8003282,0.89934635,-0.58358246,-0.6612873,1.091712
400,0.050110724,-0.7217227,-0.58358246,1.939248,-0.52364373
401,0.050110724,-0.7217227,-0.58358246,1.939248,-0.14460193
402,0.050110724,-0.7217227,-0.58358246,1.939248,0.2344399
403,0.050110724,-0.7217227,-0.58358246,1.939248,0.61348176
404,0.050110724,-0.7217227,-0.58358246,1.939248,0.9925235
405,0.50024116,-0.07329509,-0.32335484,0.20555778,-0.8778884
